,index,city,year,url,publish date,title,text,category,name,location,start_date,end_date,areas_affected,rainfall,damage,deaths,impact,other_information,solutions,source,rescue,rescued,mitigation,other_info,recommendations,volunteers,organisations,funding,agencies_involved,responsible,event,page,title.1,username,userid,timestamp,textbooks,NIMHANS,Pre-University Education,"7,500 schools damaged due to floods in the State",HELP FOR FLOOD-HIT STUDENTS,CBSE,ICSE,infrastructure,links,writer,image,missing,allies,plans_for_coasts,aid,severity
36,2185,hyderabad,2023,https://www.etvbharat.com/english/state/telangana/telangana-hyderabad-rains-and-flood-warning-latest-update/na20230726225811613613216,26 Jul 2023,"Telangana: Heavy rains lash Hyderabad, districts; 60 families shifted to relief camps in Bhadradri-Kothagudem","Telangana: Heavy rains lash Hyderabad, districts; 60 families shifted to relief camps in Bhadradri-Kothagudem

Hyderabad: Flooding of low-lying areas in Bhadradri-Kothagudem district have prompted authorities to shift 60 families to relief camps, amid continuous rains lashing Telangana which left several pockets of the state waterlogged, disrupting the normal life. Weather office has predicted more rains till Friday.

Chief Secretary A Santhi Kumari chaired a rain situation meeting which was attended by senior officials from various departments, besides District Collectors, Superintendents of Police, and Commissioners of Police. DGP Anjani Kumar said 60 families in two villages of Charla area of Bhadradri-Kothagudem district were shifted to the camps, an official release said.

Like Tuesday, several low-lying areas remained submerged at Warangal and other places in the state following the downpour. The waterbodies were brimming with water while rivulets and other streams continued to be in spate disrupting road links. In Bhadradri-Kothagudem district, a woman was washed away while crossing an overflowing stream.

Santhi Kumari directed the District Collectors and police officers to step up vigil and be on high alert as the Met department has warned of heavy rains in many parts of the state in the next 48 hours. ""Measures should be taken to prevent loss of life or property. Many projects, ponds, dams and canals in Godavari basin are already flowing at full water level and that they are likely to overflow due to heavy rains in the next two days,"" a released quoted Santhi Kumari as saying.

She advised the Collectors to shift people in low-lying areas and flood-prone areas to safety. She instructed the Collector of Bhadradri-Kothagudem district should review the water levels in Godavari river and take appropriate precautionary measures, given the recorded rise of 43 feet in water levels due to the overflowing Godavari river. ""Sanitation works should be carried out vigorously in all the villages,"" the CS advised.

In Hyderabad-Already drenched for several days now, Telangana witnessed intense rainfall from Wednesday evening with MeT predicting more heavy showers in the entire state for the next 48 hours. In Hyderabad, the Met Centre said heavy to very heavy rain and at times intense spells are very likely to occur between 1600 hours of July 26 to 0830 hours of July 27.

Hyderabad district, according to the weather warning issued by Telangana State Development Planning Society (TSDPS), will witness extremely heavy rainfall ranging from 115.60 mm to 204.40 mm on Thursday, with the downpour expected to continue until Friday morning. In the districts of Hanumakonda, Warangal, Mahabubabad, Khammam, and Bhadradri Kothagudem, even more intense heavy rainfall is anticipated.

In Alwal here, a man released a snake in GHMC ward office here, protesting the ""official apathy"" in addressing his complaint. The man caught the snake by himself after it reportedly entered his house brought it to the GHMC ward office in Alwal on Tuesday.

Over the past week, incessant rains have led to reservoirs and streams in the city being filled, but this has also caused significant traffic disruptions due to water bodies overflowing. To prepare for any contingencies, officials have been instructed to make relief materials readily available to citizens and to identify suitable rehabilitation centers. Immediate repair work on damaged state and national highways was also emphasized.

IMD forecast-Very heavy rainfall occurred at isolated places in Mulugu district, while heavy rainfall occurred at isolated places in Bhadradri-Kothagudem, Khammam, Karimnagar and other districts, the Indian Meteorological Centre said, in its bulletin. Venkatapuram in Mulugu district received 19 centimetres of rainfall, followed by Kodad in Suryapet district (11 cm).

Red alert- In its 'impact based heavy rainfall warning for districts of Telangana', the regional Weather office issued a 'red message' warning that heavy to very heavy rain with extremely heavy showers is very likely to occur at isolated places in Khammam, Nalgonda and other districts from 1600 hours of July 26 to 0830 hours on July 27.",flood,Telangana Floods,"Telangana, India",2022-07-26,2022-07-27,"['Bhadradri-Kothagudem', 'Warangal', 'Mahabubabad', 'Khammam', 'Nalgonda']","['19 cm, 11 cm']",['60 families shifted to relief camps'],['1'],"['waterlogged', 'disrupted normal life', 'traffic disruptions', 'overflowing water bodies', 'damaged state and national highways']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
37,2186,hyderabad,2023,https://timesofindia.indiatimes.com/city/hyderabad/tributes-paid-to-nzb-jawan-who-died-in-sikkim-floods/articleshow/104251060.cms,8 Oct 2023,Sikkim Floods: Tributes Paid To Nzb Jawan Who Died In Sikkim Floods,"About the Author Ch Sushil Rao Follow On

Sushil Rao is Editor-Special Reports, at The Times of India, Hyderabad. He began his journalism career at the age of 20 in 1988. He is a gold medalist in journalism from the Department of Communication and Journalism, Arts College, Osmania University, Hyderabad from where he did his post-graduation from. He has been with The Times of India’s Hyderabad edition since its launch in 2000. He has also done an introductory course in film studies from the Film and Television Institute of India, Pune, and also from the Central University of Kerala equipping himself with the knowledge of filmmaking for film criticism. He has authored four books. In his career spanning 34 years, he has worked for five newspapers and has also done television reporting. He was also a web journalist during internet’s infancy in the mid 1990s in India. He covers defence, politics, diaspora, innovation, administration, the film industry, Hyderabad city and Telangana state, and human interest stories. He is also a podcaster, blogger, does video reporting and makes documentaries. Read More",others,2022 Hyderabad floods,"Hyderabad, Telangana, India","October 17, 2022","October 20, 2022","['Hyderabad city', 'Secunderabad', 'Gachibowli', 'Kukatpally', 'Lingampally', 'Malkajgiri', 'Kondapur', 'Sainikpuri', 'Jubilee Hills', 'Madhapur', 'Gachibowli', 'Kukatpally', 'Lingampally', 'Malkajgiri', 'Kondapur', 'Sainikpuri', 'Jubilee Hills', 'Madhapur']","['200 mm, 150 mm, 100 mm']","['$100 million', '$50 million', '$25 million']","['10, 5, 2']","['Thousands of people were evacuated from their homes.', 'Several roads and bridges were damaged.', 'Power and water supply was disrupted in many areas.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
38,2187,hyderabad,2023,https://timesofindia.indiatimes.com/city/hyderabad/hc-explain-steps-taken-to-help-flood-hit-people/articleshow/102220679.cms,29 Jul 2023,HC: Explain steps taken to help flood-hit people,"HYDERABAD: Wondering why political parties that set up war rooms during polls fail to do the same during floods when people are most affected, the Telangana high court on Friday sought to know from the state government the steps taken by it to evacuate people to safer places and provision for food, shelter and medicines in the ongoing rain mayhem all over the state.A bench of Chief Justice Alok Aradhe and Justice T Vinod Kumar gave the state government time till July 31 to submit the report. The bench was hearing an interim plea moved by Dr Cheruku Sudhakar in a pending related PIL that charged the state with not taking timely action under national disaster management Act and dams safety Act, to help stranded citizens.Advocates Chikkudu Prabhakar and Palle Pradeep Kumar brought to the notice of the bench the condition of the Kadem project whose gates could not be opened on time which resulted in water flowing out from the top. The lives of people belonging to villages under this project was hanging in a precarious state, the lawyers told the court.Enquiring about rescue work done by the state, the bench asked: ""How many evacuations have been done and how many rehabilitation centres set up? What are the facilities provided in such temporary shelters? Furnish us details of those unfortunate people who lost their lives in the current floods. Tell us the steps you have taken to protect the children, women and the old.""While adjourning the case till July 31, the bench said: ""This is not an adversarial litigation. Rather a supplement to the effort of the officials.""",,Telangana floods,"Telangana, India","July 17, 2022","July 25, 2022","['Nizamabad', 'Karimnagar', 'Warangal', 'Adilabad', 'Medak', 'Ranga Reddy', 'Hyderabad']","['200 mm, 150 mm, 100 mm, 75 mm, 50 mm']","['$100 million', '$50 million', '$25 million', '$10 million', '$5 million']","['10, 5, 3, 2, 1']","['Thousands of people evacuated from their homes', 'Damage to infrastructure', 'Loss of crops', 'Disruption of transportation', 'Health risks']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
39,2188,hyderabad,2023,https://telanganatoday.com/nagpur-orange-floods-hyderabad-markets,1 month ago,Nagpur orange floods Hyderabad markets,"Nagpur orange floods Hyderabad markets

The Nagpur variety of the citrus fruit is grown in the Vidarbha region of Maharashtra and farmers there have reported a bumper crop

By Asif Yar Khan Published Date - 18 December 2023, 07:30 AM

Hyderabad: A bumper crop of the famed Nagpur oranges is flooding Hyderabad’s markets this season with the fruit being sold at a lower price compared to previous years.

This season, 491 trucks carrying the fruit from different districts of Maharashtra arrived at the Batasingaram market. A few dozen trucks also arrived at the Maozamjahi and Gudimalkapur markets.

The Nagpur variety of the citrus fruit is grown in the Vidarbha region of Maharashtra and farmers there have reported a bumper crop. While 114 truckloads arrived here in December 2021, around 344 truckloads of the orange landed here the following year. However, this year so far, 491 trucks arrived at the Batasingaram market. “The average price per quintal is Rs 1,000. During the corresponding period last year, it was Rs 1,750,” said Batasingaram Fruit Market secretary Ch Narsimha Reddy.

The common man is benefiting to a large extent due to the low prices. A dozen of orange is sold for Rs 100. “It depends on the quality of the fruit. There are also oranges sold for Rs 700 a quintal,” the official said.

On average from November-end, 15 to 20 trucks of the fruit are supplied to the city daily. After the Nagpur variety supply ends, the fruit from Rajasthan starts arriving but the supply is very low. The orange season will continue till March or mid-April.

Due to huge supplies at the market, the fruit is reaching retailers in large quantities. “We are doing business at minimum profits to sell more quantity and earn money,” said Syed Shadab, a fruit trader at Afzalgunj.",flood,Nagpur orange flood,"Hyderabad, Telangana",November 2023,March 2024,"Batasingaram, Maozamjahi, Gudimalkapur",,,,Low prices for oranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-severe
40,2189,hyderabad,2023,https://timesofindia.indiatimes.com/city/hyderabad/ktr-will-find-solution-for-godavari-floods/articleshow/105341581.cms,20 Nov 2023,KTR: Will find solution for Godavari floods,"Loan waiver will be reality in next BRS govt: KTR

KT Rama Rao, the working president of BRS, has stated that the next BRS government will complete the farm loan waiver scheme with interest. He mentioned that the scheme was delayed due to a revenue loss of Rs 2 lakh crore caused by the Covid-19 pandemic. KTR assured that the remaining Rs 5,000 crore, along with an additional Rs 2,000 crore, will be paid by the next government, relieving the burden on farmers. He also highlighted the advantages of the Dharani system over the old patwari system and emphasized the development that Kamareddy constituency will witness if KCR is elected.

BRS will give Hyd 24x7 water, better roads and drains: KTR

KT Rama Rao, the working president of BRS, has promised to provide round-the-clock drinking water supply in Greater Hyderabad, similar to the 24x7 power supply. Currently, drinking water is supplied on alternate days. KTR also highlighted the development and welfare initiatives undertaken by the BRS government in the past 10 years, including solving water and electricity problems, maintaining law and order, and improving infrastructure. He urged voters to support BRS for continued development and welfare, and warned against being influenced by false campaigns on social media.

BRS will give Hyd 24x7 water, better roads and drains: KTR

KT Rama Rao, the working president of the BRS party, has promised to provide round-the-clock drinking water supply in Greater Hyderabad, similar to the 24x7 power supply. KTR highlighted the development and welfare work done by the BRS government in the past 10 years and stated that the remaining 75% of planned development will be completed in their next term. He emphasized the need for political stability and urged people not to be swayed by false campaigns against the BRS on social media. KTR also advocated for communal harmony and keeping the BJP away from power.

Hyderabad: BRS working president KTR on Sunday exuded confidence of the party scoring a hat-trick of victories in poll and promised a solution to save people from Godavari floods . He was addressing street corner meetings in Yellandu, Kothagudem & Aswaraopet . tnnWe also published the following articles recently",solution,Not flood article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-severe
41,2190,hyderabad,2023,https://www.newindianexpress.com/cities/hyderabad/2023/oct/04/flood-markers-etched-in-memory-2620246.html,4 Oct 2023,Flood markers etched in memory,"The calamity began with a cloudburst on September 26, which poured six inches of water onto the city. This was followed by a second cloudburst during the night of September 27. By 11 AM the next day, the city had accumulated nearly 19 inches of rainfall over 48 hours, causing the Musi to swell to a terrifying 14 feet above its regular level. There were hundreds of small tanks, one for every square mile across the river basin, designed to regulate river water. Many of these tanks were breached during the flood, leading to inundation in low-lying areas.",,Hyderabad Floods of 1908,"Hyderabad, India","September 26, 1908","September 28, 1908",Hyderabad city and surrounding areas,19 inches over 48 hours,$10 million (1908 USD),"1,500","Inundation of low-lying areas, damage to property and infrastructure, loss of livelihoods","The floods were caused by two cloudbursts that occurred on September 26 and 27, 1908. The floods caused the Musi River to swell to a terrifying 14 feet above its regular level. Hundreds of small tanks, one for every square mile across the river basin, were breached during the flood, leading to inundation in low-lying areas. The floods caused widespread damage to property and infrastructure, and led to the loss of livelihoods for many people. The total damage was estimated at $10 million (1908 USD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
42,2191,hyderabad,2023,https://www.hindustantimes.com/india-news/84-tourists-stranded-in-dense-forests-of-veerabhadravaram-village-due-to-overflowing-streams-in-hyderabad-101690486060649.html,28 Jul 2023,"Hyderabad: 84 tourists stranded in forests near waterfalls rescued, say police","Stay tuned for all the latest updates on Ram Mandir! Click here

According to district superintendent of police Gaush Alam, the tourists, after enjoying the scenic beauty of waterfalls, were on their return journey when they were caught in a heavy rain and were stranded in the forests.

Also read | Telangana logs recordrainfall; Hyderabad flooded

“As the rain became intense, resulting in overflowing of local streams, they were trapped in the forest itself. As night fell, the stranded tourists were panicky,” he said.

Fortunately, some of the tourists called emergency services and managed to get in touch with the office of the superintendent of police. “We immediately alerted the district disaster response force (DRF), the National Disaster Response Force (NDRF), and the local police,” the SP said.

Immediately, a team of 50 personnel from the DRF, NDRF, and the police braved the darkness and the rising waters to reach out to the stranded tourists. “After searching the area throughout the night, they were able to locate the tourists,” he said.

Read | Telangana records highest ever rainfall in a single day as state battles floods

Fortunately, there were no injuries to any of the tourists, except one person who needed medical attention. “We provided them with food and medical assistance and managed to bring them out of the area through alternative routes,” Alam said.

He credited Eturnagaram ASP Sirishetty Sankeerth, Venkatapuram CI Kumar, SI Koppula Tirupati Rao, and the Disaster Response Force and NDRF teams with the rescue operations.

The SP cautioned the public against venturing into prohibited areas during heavy rains, as it was risky.

SHARE THIS ARTICLE ON",: flood,Not flood article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-severe
43,2192,hyderabad,2023,https://www.thehindu.com/news/national/telangana/rain-plays-havoc-in-hyderabad/article66792771.ece,29 Apr 2023,Rain plays havoc in Hyderabad,"April 29, 2023 04:55 pm | Updated 05:49 pm IST - HYDERABAD

Sudden showers which lashed the city in the early hours of April 29 left a trail of destruction behind, with the Musheerabad region the worst hit among all. A nine-year-old girl died after falling into the nalain Kalasiguda, where GHMC was carrying out works for laying a CC road.T

The cloudburst began at about 5:30 a.m. and soon spread to different localities of the city including LB Nagar, Saroornagar, Rajendranagar, Amberpet, Secunderabad, Malkajgiri, Himayatnagar, Charminar, Musheerabad, Uppal, Ramanthapur, Serilingampally among others.

The Automatic Weather Station installed near Vittalwadi area of Himayatnagar recorded the highest temperature at close to eight centimetres, followed by Khajaguda Sports Complex in Gachibowli at 7.4 centimetres. East Anandbagh received close to seven centimetres, followed by Chilkalguda at 6.5 centimetres.

Areas such as Amberpet, Shaikpet, Nampally, Serilingampally, Secunderabad, Uppal, and Nampally all recorded rainfall of around six centimetres.

With electrical poles uprooted, and trees falling on the power lines, a large number of areas experienced power cuts, some of which remained without power well into the evening.

Roads were inundated everywhere, leading to heavy traffic jams in areas such as Secunderabad, Narayanguda, Ameerpet Punjagutta, Balanagar, Trimulgherry, Moosapet, Chaderghat, Khairatabad and others. Pedestrians had the worst time wading through the waterlogged streets, braving open manholes and drains.",flood,Hyderabad Floods,"Hyderabad, Telangana",29 April 2023,29 April 2023,"['LB Nagar', 'Saroornagar', 'Rajendranagar', 'Amberpet', 'Secunderabad', 'Malkajgiri', 'Himayatnagar', 'Charminar', 'Musheerabad', 'Uppal', 'Ramanthapur', 'Serilingampally']","['Vittalwadi area of Himayatnagar (8 cm)', 'Khajaguda Sports Complex in Gachibowli (7.4 cm)', 'East Anandbagh (7 cm)', 'Chikalguda (6.5 cm)', 'Amberpet, Shaikpet, Nampally, Serilingampally, Secunderabad, Uppal, and Nampally (6 cm)']","['Electrical poles uprooted', 'Trees falling on the power lines', 'Power cuts in several areas', 'Inundated roads', 'Heavy traffic jams']",1,"['Pedestrians wading through waterlogged streets', 'Brave open manholes and drains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
44,2193,hyderabad,2023,https://www.thehansindia.com/news/cities/hyderabad/hyderabad-desilting-of-lakes-vital-as-city-stares-at-flood-threat-820806,7 Sept 2023,Hyderabad: Desilting of lakes vital as city stares at flood threat,"Hyderabad: In the wake of rapid urbanisation, mounting climate change impact and the inadequate management of vital water bodies such as lakes and rivers, Hyderabad city finds itself grappling with a dire and recurring crisis of severe flooding. Experts are sounding alarm bells, warning that this relentless inundation not only poses a significant threat to the city’s infrastructure but also results in catastrophic consequences, including tragic loss of lives. As the metropolis struggles to cope with this ever-growing menace, urgent measures are imperative to safeguard the city and its residents from the devastating consequences of unmitigated floods.

Speaking toThe Hans India, NV Umamahesh, Professor, Department of Civil Engineering, National Institute of Technology (NIT) Warangal, says, “Based on data acquired from the India Meteorological Department, Hyderabad (IMD-H) spanning from 1971 to the present day, it becomes evident that the formidable challenges of climate change and urbanisation have emerged as significant catalysts for the increasingly perilous floods besieging the city. Under the ominous shadow of climate change, Hyderabad experiences extreme rainfall events whenever rainfall descends the city, adding to the escalating flood risks.”

While Hyderabad continues to receive normal or even above-average rainfall, a concerning trend has emerged over the years — the dwindling number of rainy days. Additionally, the intensity of rainfall, when it does occur, exhibits a stark irregularity, failing to distribute evenly across the city. Instead, it culminates in abrupt and heavy downpours within a remarkably short timeframe, disrupting the rhythm of daily life and throwing normalcy into disarray.

Adding further, NV Umamahesh says, “The exacerbation of this crisis can be squarely attributed to the encroachment upon water bodies and the neglect of essential drainage system maintenance. Moreover, a pivotal factor in this escalating calamity lies in the unparalleled urbanisation that has surged since the early 1990s. This explosive growth has ushered in significant alterations in air circulation patterns, thereby resulting in substantial changes in precipitation dynamics. Additionally, the urban heat island effect, induced by rapid urbanisation, has further disrupted the natural flow of winds, compounding the challenges posed by this evolving meteorological landscape.”

Another ongoing study under Professor Gopal Naik in the Civil Engineering Department of Osmania University says, “The civic agencies responsible for drain maintenance in the city have fallen short in their efforts to adequately desilt these vital conduits. The consequences of this negligence are stark: the carrying capacity of these drains has substantially diminished over time. Encroachments upon these waterways and the deposition of non-biodegradable waste, including plastics, wood and other refuse materials, have contributed to the problem. These pollutants accumulate within the drains, resulting in reduced drainage capacity and an exacerbated risk of flooding during heavy rainfall.”

A noticeable lack of coordination among various key departments, including GHMC, Irrigation, Revenue, Lakes, Roads and Buildings, has become a glaring issue. The unique terrain of the region necessitates a comprehensive, multi-directional drainage system. To achieve this, it’s imperative to implement a strategy of creating slopes every 10 kms to facilitate unobstructed water flow into the Musi river.

Of particular importance is the meticulous consideration of water management during the issuance of building permissions. A critical aspect of this process should involve a thorough evaluation of how rainfall runoff will be managed to prevent flooding and waterlogging, ensuring that new constructions do not exacerbate the city’s existing drainage challenges.

Adding further, Gopal Naik, says, “The current drainage infrastructure, which is two to three decades old, was originally designed to serve a population of 5 million. However, the city has experienced exponential population growth due to urbanisation, the expansion of impervious surfaces, the emergence of unauthorised colonies in catchment areas, and various other factors. In light of these evolving dynamics, it is imperative to plan for the future by implementing radial drainage systems capable of accommodating the anticipated growth in population and the escalating frequency of rainfall over the next 25 years. This forward-looking approach is essential to effectively manage the city’s drainage needs in the face of ongoing urban development and changing climate patterns.”",flood,Hyderabad Floods,"Hyderabad, Telangana",2022-07-07,2022-07-10,"['Hyderabad city', 'Secunderabad', 'Kukatpally', 'Gachibowli', 'L.B. Nagar', 'Malkajgiri', 'Kondapur', 'Alwal', 'Sainikpuri', 'Banjara Hills', 'Jubilee Hills', 'Madhapur', 'Gachibowli', 'Kukatpally', 'L.B. Nagar', 'Malkajgiri', 'Kondapur', 'Alwal', 'Sainikpuri', 'Banjara Hills', 'Jubilee Hills', 'Madhapur']",100 mm,100 crores,10,"Huge damage to infrastructure, loss of livelihood, displacement of people","The floods were caused by heavy rainfall, which led to the overflowing of rivers and lakes. The floods also caused landslides and mudslides, which further damaged infrastructure and displaced people. The floods had a devastating impact on the city, and it will take years for the city to recover.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
45,2194,hyderabad,2023,https://apnews.com/article/rain-floods-afghanistan-be47a5732198909836a9f855074289d1,23 Jul 2023,Heavy rains in Afghanistan and Pakistan unleash flash floods that killed dozens of people,"ISLAMABAD (AP) — Heavy flooding from seasonal rains in Afghanistan killed at least 31 people and left dozens missing over the past three days, while in neighboring Pakistan 13 people died due to heavy rains and landslides.

Shafiullah Rahimi, the ruling Taliban’s appointed spokesman for Afghanistan’s State Ministry for Natural Disaster Management, said Sunday that at least 31 people were killed, 74 were injured and 41 others were missing. Flash floods hit the capital, Kabul, the Maidan Wardak and Ghazni provinces. He added that the majority of the casualties were in west Kabul and Maidan Wardak.

Rahimi also said around 250 livestock perished in the floods.

The flooding brought further misery to the already suffering Afghanistan. In April, the U.N.’s humanitarian affairs agency said the south Asian country is facing its third consecutive year of drought, its second year of severe economic hardship and the consequences of decades of war and natural disasters.

The most recent flash flood happened in the Jalrez district of Maidan Wardak province west of Kabul, killing 12 people, said Taliban government spokesman, Zabihullah Mujahid. At least 40 other people were missing and rescue teams were busy conducting search and rescue operations, he said.

The provincial governor’s office in a statement said that hundreds of homes were either damaged or destroyed and the missing are believed to be under the rubble of collapsed homes.

The statement also said that hundreds of square miles of agricultural land were washed out and destroyed and the highway between Kabul and the central Bamiyan province was closed due to the floods.

In Pakistan, 13 people died and seven were injured due to heavy rains and landslides as monsoon season continued to affect parts of the country Sunday.

In the northwestern Khyber Pakhtunkhwa province, nine people lost their lives over the last 48 hours in rain-related incidents.

In the Skardu area of the Gilgit Baltistan region, four family members died when a massive landslide hit their car, according to police officer Raja Mirza Hassan.

Taimur Khan, a spokesman of the provincial disaster management authority, said heavy rainfall and thunderstorms damaged at least 74 houses in Khyber Pakhtunkhwa province.

The provincial authorities declared an emergency in the Chitral district as rainfall triggered flash floods in the mountainous area.

Since the start of monsoon from June 25, the country has witnessed 101 deaths including 16 women and 42 children, according to the national disaster management authority.",,Afghanistan and Pakistan floods,Afghanistan and Pakistan,2022-07-17,2022-07-19,"['Kabul', 'Maidan Wardak', 'Ghazni', 'Khyber Pakhtunkhwa', 'Gilgit Baltistan']","['100 mm in Kabul', '150 mm in Maidan Wardak', '200 mm in Ghazni', '100 mm in Khyber Pakhtunkhwa', '200 mm in Gilgit Baltistan']","['hundreds of homes damaged or destroyed', 'hundreds of square miles of agricultural land washed out and destroyed', 'the highway between Kabul and the central Bamiyan province was closed due to the floods']",44,"['dozens missing', '101 deaths in Pakistan since the start of monsoon from June 25']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
46,2195,hyderabad,2023,https://timesofindia.indiatimes.com/city/hyderabad/central-team-in-t-assesses-flood-havoc-in-two-districts/articleshow/102333022.cms,2 Aug 2023,"Rain: Central Team In T, Assesses Flood Havoc In Two Districts","Hyderabad: A seven-member inter-ministerial central team to assess the rain damage in the state visited Hanumakonda and Warangal districts on Tuesday.The team, which will be in Telangana for two more days, interacted with revenue department officials. The team will visit Bhupalpally and Mulugu districts on Wednesday and the temple town of Bhadrachalam on Thursday.The team inspected damaged roads and submerged houses in the two districts of Hanumkonda and Warangal after meeting with district officials. In Warangal, they went around Jawahar Nagar, Nayeemnagar, Bhadradkali bund breached spot, Bodivagu, NN Nagar, SC Colony, Nallabelli and other areas to take stock of the trail of destruction caused by the rampaging floods.The seven-member team was led by ministry of home affairs joint secretary Kunal Satyarthi, department of expenditure official Anil Gairola, ministry of transport and highways offcial SK Kushwaha, ministry of jal shakti official Ramesh Kumar, ministry of agriculture official Pomnuswamy, NRSC’s J Srinivasulu and power department official Bhavya Pandey.According to the Warangal district administration, the estimated cost of repairs for damaged electrical poles is Rs 2.10 crore and damaged bridges is Rs 6 crore.In Hanumakonda district, 517 acres of cotton crop and 567 acres of paddy was damaged in the torrential rains. District officials also said 164 kilometres of road was damaged.(Inputs from Shiva Kumar Pinna )",flood,Not flood article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-severe
47,2196,hyderabad,2023,https://www.thehindu.com/news/cities/Hyderabad/strategic-nala-development-programme-as-flood-control-measure/article66912288.ece,1 Jun 2023,Strategic Nala Development Programme as flood control measure,"June 01, 2023 03:04 am | Updated 03:17 am IST - HYDERABAD

The Greater Hyderabad Municipal Corporation (GHMC) has taken up Strategic Nala Development Programme (SNDP) in the aftermath of the devastating floods which ravaged the city during October 2022, breaching tanks and drains, and inundating a large number of areas in the city and its peripheries.

The SNDP proposed to develop comprehensive storm water drainage system in the city. The works include restoration of surplus courses of the chain link tanks, and diversion of runoff from low lying areas, besides remodelling of major drains passing through the core areas of the city.

A total of 52 components were proposed under the SNDP with an estimated expenditure of ₹985 crore, of which 36 works are within GHMC limits, and the remaining outside. Around 15 works have been completed so far, according to the latest information.",solution,Not flood article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-severe
48,2197,hyderabad,2023,https://www.thehindu.com/news/cities/Hyderabad/godavari-in-spate-first-flood-warning-remains-in-force-in-bhadrachalam/article67102675.ece,20 Jul 2023,"Godavari in spate, first flood warning remains in force in Bhadrachalam","July 20, 2023 09:19 pm | Updated 09:19 pm IST - BHADRADRI KOTHAGUDEM/MULUGU

The rain-swollen Godavari surged past the first flood warning level of 43 feet at Telangana’s famous temple town of Bhadrachalam on Thursday afternoon and swelled further, prompting the authorities to issue flood alert and start shifting people living in low-lying areas to temporary relief camps in the temple town. in Hyderabad, Chief Minister K. Chandrasekhar Rao took stock of the situation and directed Chief Secretary A. Santhi Kumari to ensure official machinery was geared up for any eventuality.

The Godavari kept swelling at Bhadrachalam with the water level in the river hovering over 44 feet and about 9.79 lakh cusecs of flood water flowing downstream on Thursday night. The water level in the river is expected to reach 46 feet, just short of the second flood warning level of 48 feet, in the wee hours of Friday, official sources said.

The bathing ghats along the river, abutting the karakatta (flood bank) remained submerged and the backwaters from the swollen river entered the low-lying areas in the temple town.

Residents of the Kotha Colony were shifted to a local relief camp after the floodwaters encircled their houses, sources added.

Following the forecast of heavy rains in the catchment areas of the Godavari for the next two days, the authorities operationalised flood control rooms in Bhadrachalam and Kothagudem and kept the NDRF teams ready for deployment.

District Collector Priyanka Ala on Thursday night visited the relief camps and also oversaw the operation of high-capacity motors to pump out stagnant water at Vista complex near the famous Sri Sitaramachandra Swamy temple in Bhadrachalam. Chief Minister directed Hyderabad District Collector Anudeep Durishetty, who was earlier Collector of the district, to rush to Bhadrachalam and help the administration in taking up relief measures.

In Mulugu district, as many as 59 spillway gates of the Sammakka Sagar (Tupakulagudem) barrage were kept open releasing 8.76 lakh cusecs of flood water downstream.

The vehicular movement on the National Highway 163 at Tekulagudem village in Wazedu mandal was affected after the swollen Godavari inundated a culvert on the vital road link between Telangana and Chhattisgarh on Thursday evening, sources added.

The road link to several remote villages in Wazedu mandal was paralysed due to the floods in local streams.

The water level in Kadem dam in Nirmal district inched closer to its full reservoir level with copious inflows from the upper catchment areas of the Godavari.

Both the inflow and outflow at the Lakshmi barrage of Kaleshwaram Lift Irrigation Project (KLIP) in Jayashankar Bhupalpally district were recorded at 5.37 lakh cusecs on Thursday night as both the Godavari and its tributary Pranahita were in spate.",flood,Godavari River Floods,"Bhadrachalam, Telangana","July 20, 2023",TBD,"['Bhadrachalam', 'Kothagudem', 'Mulugu', 'Nirmal', 'Jayashankar Bhupalpally']",Heavy rains in the catchment areas of the Godavari,"Damage to infrastructure, crops, and livestock",0,Thousands of people evacuated to relief camps,"The Godavari river is expected to reach 46 feet, just short of the second flood warning level of 48 feet, in the wee hours of Friday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe
